paper_id,source_page,marker_only_detected,source_page_classification,native_markdown_page_boundary_available,formal_page_boundary_strict,substantive_content_locatable_elsewhere,classification,classification_confidence,repair_required,formal_substantive_content_present,existing_page_text_path,existing_page_text_sha256,review_packet_excerpt_paths,review_packet_excerpt_sha256,source_review_png_paths,root_cause_category,repair_layer,governed_duplicate,body_sha256,notes
CUMCM-1992-A-001,1,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,6D45B274DAC003D8F877953199BDDA67DE1BB71644F115208DB1E8E34A9CB7C2,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,1,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,3,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,4,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,5,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-002,6,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,3556B4100929F4D56319AA760B104EE0CA947F3D5B03F13F7A0DF601179225BE,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-003,1,1,FIRST_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_A_artifact_excerpt.txt,F8E7C42B4003BD042A59E66CDA88BC2DAFFD4A4E8EAFF77765F12758DAF8CB61,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_A.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1992-A-003,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-003,3,1,MIDDLE_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_B_artifact_excerpt.txt,A28F3C9F80BF2ECF7E0919C6EE42221DC7F69CBBEF489F9C8E8CC7C91E9D8D6B,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_B.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1992-A-003,4,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-A-003,5,1,LAST_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_C_artifact_excerpt.txt,7DAE5B696953194B0188F6A5B75D93236CE8B1510438FBD114CB3076D5B46E53,reports/scale/g11_manual_sample_review/23_CUMCM-1992-A-003/page_C.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1992-B-001,1,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-001,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,1,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,3,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,4,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,5,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,6,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,7,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,8,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1992-B-002,9,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1C2FC324063A906FF208763D2826E0A769B059290333B0542241C22CD9C91DE8,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1993-B-001,1,1,FIRST_PAGE_FROM_FROZEN_PAGE_COUNT;MIDDLE_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_A_artifact_excerpt.txt;reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_B_artifact_excerpt.txt,AE760E2219CC6DA6417F9B3F1D3FB3B4E511463D4CAFF417497B62EA724A1C94;D8BDBD177D12EE9DF005806B96D2B10BD029CBC11112EFD65F79311B0D27CB03,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_A.png;reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_B.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1993-B-001,2,1,LAST_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_C_artifact_excerpt.txt,C9B592B00157AE9753CF60A24C012C25D150B722F03087A7BAA2B25B842E2468,reports/scale/g11_manual_sample_review/24_CUMCM-1993-B-001/page_C.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,96063CBA314A4F2CBA5DBE2319045D111F6D07789F83372C519D124C7AA4C1B2,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1996-B-001,1,1,FIRST_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_A_artifact_excerpt.txt,DFDB1B2D86D63657F8952A5F271637050E3812DC7AF3F81DBAFD5C7650F74B7A,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_A.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1996-B-001,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1996-B-001,3,1,MIDDLE_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_B_artifact_excerpt.txt,901494772B4B410A8F69BD034FC73EADCBA0C56FBB1EBBEC3A74279DD49FE8B2,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_B.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1996-B-001,4,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1996-B-001,5,1,LAST_PAGE_FROM_FROZEN_PAGE_COUNT,1,1,0,CONFIRMED_DEFECTIVE_CONTENT_MISSING,HIGH,1,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_C_artifact_excerpt.txt,84FFB368540EF989067B8470D31195CF23F4E5197CB122C95C54A446D123E76F,reports/scale/g11_manual_sample_review/25_CUMCM-1996-B-001/page_C.png,FORMAL_ARTIFACT_PAGE_CONTENT_MISSING,FORMAL_BODY_RECONSTRUCTION_SERIALIZATION,1,1D9182549363CD07A8F3D657C2AD60D5197D3991577AD22ACB1BFC0A2C456E59,Formal page-local segment is structural-only; existing source review image is nonempty and review excerpt is structural-only.
CUMCM-1996-B-003,1,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1996-B-003,2,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1996-B-003,3,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
CUMCM-1996-B-003,4,1,NOT_AVAILABLE_IN_EXISTING_EVIDENCE,1,1,UNKNOWN,STILL_UNRESOLVED,LOW,0,0,NOT_AVAILABLE_Q0_PDF_INSPECTOR,,,,,UNRESOLVED_MARKER_ONLY_PAGE_CONTENT_CLASSIFICATION,UNRESOLVED,1,747914D495F481AEA94B89B6481B5B807695DFAC4C1C281DE639E2F58A4F0997,Marker-only segment is not automatically classified as blank or defective; targeted visual/source diagnosis is required before repair.
