counting_scope,denominator,metric,note,numerator,percentage,year
carrier_document,4,carrier_count,,4,100.0,1994
logical_document,13,logical_document_count,,13,100.0,1994
logical_document,13,role:award_paper,,9,69.2,1994
logical_document,13,role:expert_commentary,,2,15.4,1994
logical_document,13,role:other_related,,0,0.0,1994
logical_document,13,role:problem_statement,,2,15.4,1994
logical_document,13,role:solution_summary,,0,0.0,1994
logical_document,13,role:unknown,,0,0.0,1994
unique_award_paper,9,award_paper_count,,9,100.0,1994
unique_problem,2,problem_count,,2,100.0,1994
solution_lineage,9,lineage_count,manually verified unique solution lineages,9,100.0,1994
representation,13,representation_count,"count, not a paper percentage",26,200.0,1994
orphan_segment,112,orphan_count,preserved excluded regions; denominator is valid primary segments,2,1.8,1994
logical_document,13,manual_review_queue,,0,0.0,1994
unique_award_paper,9,abstract:present,field-specific eligible denominator,3,33.3,1994
unique_award_paper,9,abstract:absent,field-specific eligible denominator,6,66.7,1994
unique_award_paper,9,abstract:unknown,reported separately,0,0.0,1994
unique_award_paper,9,abstract:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,abstract:eligible_denominator,,9,100.0,1994
unique_award_paper,5,model_assumptions:present,field-specific eligible denominator,5,100.0,1994
unique_award_paper,5,model_assumptions:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,model_assumptions:unknown,reported separately,4,44.4,1994
unique_award_paper,9,model_assumptions:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,model_assumptions:eligible_denominator,,5,55.6,1994
unique_award_paper,4,symbol_definitions:present,field-specific eligible denominator,4,100.0,1994
unique_award_paper,4,symbol_definitions:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,symbol_definitions:unknown,reported separately,5,55.6,1994
unique_award_paper,9,symbol_definitions:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,symbol_definitions:eligible_denominator,,4,44.4,1994
unique_award_paper,4,model_validation:present,field-specific eligible denominator,4,100.0,1994
unique_award_paper,4,model_validation:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,model_validation:unknown,reported separately,5,55.6,1994
unique_award_paper,9,model_validation:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,model_validation:eligible_denominator,,4,44.4,1994
unique_award_paper,1,sensitivity_analysis:present,field-specific eligible denominator,1,100.0,1994
unique_award_paper,1,sensitivity_analysis:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,sensitivity_analysis:unknown,reported separately,8,88.9,1994
unique_award_paper,9,sensitivity_analysis:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,sensitivity_analysis:eligible_denominator,,1,11.1,1994
unique_award_paper,1,error_analysis:present,field-specific eligible denominator,1,100.0,1994
unique_award_paper,1,error_analysis:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,error_analysis:unknown,reported separately,8,88.9,1994
unique_award_paper,9,error_analysis:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,error_analysis:eligible_denominator,,1,11.1,1994
unique_award_paper,9,final_solution:present,field-specific eligible denominator,9,100.0,1994
unique_award_paper,9,final_solution:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,final_solution:unknown,reported separately,0,0.0,1994
unique_award_paper,9,final_solution:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,final_solution:eligible_denominator,,9,100.0,1994
unique_award_paper,9,final_answer_summary_table:present,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,final_answer_summary_table:absent,field-specific eligible denominator,9,100.0,1994
unique_award_paper,9,final_answer_summary_table:unknown,reported separately,0,0.0,1994
unique_award_paper,9,final_answer_summary_table:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,final_answer_summary_table:eligible_denominator,,9,100.0,1994
unique_award_paper,9,flowchart:present,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,flowchart:absent,field-specific eligible denominator,9,100.0,1994
unique_award_paper,9,flowchart:unknown,reported separately,0,0.0,1994
unique_award_paper,9,flowchart:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,flowchart:eligible_denominator,,9,100.0,1994
unique_award_paper,9,visualization:present,field-specific eligible denominator,5,55.6,1994
unique_award_paper,9,visualization:absent,field-specific eligible denominator,4,44.4,1994
unique_award_paper,9,visualization:unknown,reported separately,0,0.0,1994
unique_award_paper,9,visualization:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,visualization:eligible_denominator,,9,100.0,1994
unique_award_paper,4,references:present,field-specific eligible denominator,3,75.0,1994
unique_award_paper,4,references:absent,field-specific eligible denominator,1,25.0,1994
unique_award_paper,9,references:unknown,reported separately,5,55.6,1994
unique_award_paper,9,references:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,references:eligible_denominator,,4,44.4,1994
unique_award_paper,8,appendix:present,field-specific eligible denominator,0,0.0,1994
unique_award_paper,8,appendix:absent,field-specific eligible denominator,8,100.0,1994
unique_award_paper,9,appendix:unknown,reported separately,1,11.1,1994
unique_award_paper,9,appendix:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,appendix:eligible_denominator,,8,88.9,1994
unique_award_paper,9,code_description:present,field-specific eligible denominator,9,100.0,1994
unique_award_paper,9,code_description:absent,field-specific eligible denominator,0,0.0,1994
unique_award_paper,9,code_description:unknown,reported separately,0,0.0,1994
unique_award_paper,9,code_description:not_applicable,reported separately,0,0.0,1994
unique_award_paper,9,code_description:eligible_denominator,,9,100.0,1994
