archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_61cc85c72eaa734f,pdf,0.78,False,unknown,551193,pdf,1997A：关于零件参数问题的建模.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：关于零件参数问题的建模.pdf,pending,"[""file_61cc85c72eaa734f""]",see_pdf_manifest,unknown,1997
,pending,carrier_e6362fed52ed7ce1,pdf,0.78,False,unknown,591933,pdf,1997A：零件参数的优化设计.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数的优化设计.pdf,pending,"[""file_e6362fed52ed7ce1""]",see_pdf_manifest,unknown,1997
,pending,carrier_b0b48a0c7a6b9f2b,pdf,0.78,False,unknown,685035,pdf,1997A：零件参数设计的动态规划模型.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数设计的动态规划模型.pdf,pending,"[""file_b0b48a0c7a6b9f2b""]",see_pdf_manifest,unknown,1997
,pending,carrier_efc2b618e1be8c22,pdf,0.78,False,unknown,516966,pdf,1997A：零件参数设计的数学模型.pdf,unknown,unknown,False,4,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件参数设计的数学模型.pdf,pending,"[""file_efc2b618e1be8c22""]",see_pdf_manifest,unknown,1997
,pending,carrier_f16a8b5256e40784,pdf,0.78,False,unknown,613821,pdf,1997A：零件的参数设计(1).pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(1).pdf,pending,"[""file_f16a8b5256e40784""]",see_pdf_manifest,unknown,1997
,pending,carrier_6af9745ac4a5aec7,pdf,0.78,False,unknown,494078,pdf,1997A：零件的参数设计(2).pdf,unknown,unknown,False,4,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(2).pdf,pending,"[""file_6af9745ac4a5aec7""]",see_pdf_manifest,unknown,1997
,pending,carrier_112806181d9bf008,pdf,0.78,False,unknown,894090,pdf,1997A：零件的参数设计(3).pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计(3).pdf,pending,"[""file_112806181d9bf008""]",see_pdf_manifest,unknown,1997
,pending,carrier_f515d0968cd8f50a,pdf,0.94,False,unknown,509244,pdf,1997A：零件的参数设计模型和评述.pdf,unknown,unknown,False,4,[],expert_commentary,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计模型和评述.pdf,pending,"[""file_f515d0968cd8f50a""]",see_pdf_manifest,unknown,1997
,pending,carrier_5a93ced7f455b154,pdf,0.78,False,unknown,491840,pdf,1997A：零件的参数设计（4）.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997A：零件的参数设计（4）.pdf,pending,"[""file_5a93ced7f455b154""]",see_pdf_manifest,unknown,1997
,pending,carrier_0047ac9da189a2c8,pdf,0.78,False,unknown,694580,pdf,1997B：切割次序的优化.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,1997年数学建模国赛真题+优秀论文/1997年国赛优秀论文/1997B：切割次序的优化.pdf,pending,"[""file_0047ac9da189a2c8""]",see_pdf_manifest,unknown,1997
