archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_7ccca01109cf0a18,pdf,0.78,False,unknown,335788,pdf,2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：利用切片的二维空间相关操作实现血管的三维重建.pdf,pending,"[""file_7ccca01109cf0a18""]",see_pdf_manifest,unknown,2001
,pending,carrier_9c7135f98d2ef016,pdf,0.78,False,unknown,361969,pdf,2001A：旋转抛物面聚光效果的研究.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：旋转抛物面聚光效果的研究.pdf,pending,"[""file_9c7135f98d2ef016""]",see_pdf_manifest,unknown,2001
,pending,carrier_0b1c5e62da9a6058,pdf,0.78,False,unknown,615776,pdf,2001A：管道切片的三维重建 (2).pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建 (2).pdf,pending,"[""file_0b1c5e62da9a6058""]",see_pdf_manifest,unknown,2001
,pending,carrier_3e9690736e6617e6,pdf,0.78,False,unknown,349056,pdf,2001A：管道切片的三维重建.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：管道切片的三维重建.pdf,pending,"[""file_3e9690736e6617e6""]",see_pdf_manifest,unknown,2001
,pending,carrier_4633fe8c510c52ad,pdf,0.78,False,unknown,328585,pdf,2001A：血管三维重建的问题.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题.pdf,pending,"[""file_4633fe8c510c52ad""]",see_pdf_manifest,unknown,2001
,pending,carrier_51b2b38ddfa4a352,pdf,0.78,False,unknown,256331,pdf,2001A：血管三维重建的问题A.pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管三维重建的问题A.pdf,pending,"[""file_51b2b38ddfa4a352""]",see_pdf_manifest,unknown,2001
,pending,carrier_09d80a6bc9c7eae0,pdf,0.78,False,unknown,599496,pdf,2001A：血管切片的三维重建 (2).pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建 (2).pdf,pending,"[""file_09d80a6bc9c7eae0""]",see_pdf_manifest,unknown,2001
,pending,carrier_ba204a330593578a,pdf,0.78,False,unknown,279468,pdf,2001A：血管切片的三维重建.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管切片的三维重建.pdf,pending,"[""file_ba204a330593578a""]",see_pdf_manifest,unknown,2001
,pending,carrier_31f7d992b82249db,pdf,0.78,False,unknown,563265,pdf,2001A：血管的三维重建 (2).pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建 (2).pdf,pending,"[""file_31f7d992b82249db""]",see_pdf_manifest,unknown,2001
,pending,carrier_9661d82a1b1a13f0,pdf,0.78,False,unknown,274596,pdf,2001A：血管的三维重建.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管的三维重建.pdf,pending,"[""file_9661d82a1b1a13f0""]",see_pdf_manifest,unknown,2001
,pending,carrier_3c3a50bc42ece679,pdf,0.78,False,unknown,724716,pdf,2001A：血管管道的三维重建 (2).pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建 (2).pdf,pending,"[""file_3c3a50bc42ece679""]",see_pdf_manifest,unknown,2001
,pending,carrier_b44232963c5a85e4,pdf,0.78,False,unknown,392242,pdf,2001A：血管管道的三维重建.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001A：血管管道的三维重建.pdf,pending,"[""file_b44232963c5a85e4""]",see_pdf_manifest,unknown,2001
,pending,carrier_0f92c54af77ba718,pdf,0.78,False,unknown,541544,pdf,2001B：公交车调度.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度.pdf,pending,"[""file_0f92c54af77ba718""]",see_pdf_manifest,unknown,2001
,pending,carrier_97ed03fac25de2f4,pdf,0.78,False,unknown,674046,pdf,2001B：公交车调度优化模型.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度优化模型.pdf,pending,"[""file_97ed03fac25de2f4""]",see_pdf_manifest,unknown,2001
,pending,carrier_93b93fa8bc02432b,pdf,0.78,False,unknown,384914,pdf,2001B：公交车调度的规划数学模型.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度的规划数学模型.pdf,pending,"[""file_93b93fa8bc02432b""]",see_pdf_manifest,unknown,2001
,pending,carrier_989fc91ed8f7c64a,pdf,0.78,False,unknown,402727,pdf,2001B：公交车调度问题的数学模型.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的数学模型.pdf,pending,"[""file_989fc91ed8f7c64a""]",see_pdf_manifest,unknown,2001
,pending,carrier_c3db2051c8487c08,pdf,0.78,False,unknown,711205,pdf,2001B：公交车调度问题的研究.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：公交车调度问题的研究.pdf,pending,"[""file_c3db2051c8487c08""]",see_pdf_manifest,unknown,2001
,pending,carrier_a39a69253216fe00,pdf,0.78,False,unknown,596481,pdf,2001B：关于公交车调度的优化问题 (2).pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题 (2).pdf,pending,"[""file_a39a69253216fe00""]",see_pdf_manifest,unknown,2001
,pending,carrier_4d35cd0ac4308d09,pdf,0.78,False,unknown,314602,pdf,2001B：关于公交车调度的优化问题.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：关于公交车调度的优化问题.pdf,pending,"[""file_4d35cd0ac4308d09""]",see_pdf_manifest,unknown,2001
,pending,carrier_8d0652dc429b1465,pdf,0.78,False,unknown,372858,pdf,2001B：对于公交汽车调度问题的求解.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001B：对于公交汽车调度问题的求解.pdf,pending,"[""file_8d0652dc429b1465""]",see_pdf_manifest,unknown,2001
,pending,carrier_0e43c2cc978a9a62,pdf,0.94,False,unknown,291341,pdf,2001C：“基金使用计划”模型和评述.pdf,unknown,unknown,False,7,[],expert_commentary,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：“基金使用计划”模型和评述.pdf,pending,"[""file_0e43c2cc978a9a62""]",see_pdf_manifest,unknown,2001
,pending,carrier_5452a036bf6db08a,pdf,0.78,False,unknown,314366,pdf,2001C：基金存储方案.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金存储方案.pdf,pending,"[""file_5452a036bf6db08a""]",see_pdf_manifest,unknown,2001
,pending,carrier_c0138cb150efa95a,pdf,0.78,False,unknown,360214,pdf,2001C：基金最佳使用计划.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2001年数学建模国赛真题+优秀论文/2001年国赛优秀论文/2001C：基金最佳使用计划.pdf,pending,"[""file_c0138cb150efa95a""]",see_pdf_manifest,unknown,2001
