archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_80bc56e85ec075a1,pdf,0.78,False,unknown,503245,pdf,2003A：SARS传播的数学原理及预测与控制 (2).pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制 (2).pdf,pending,"[""file_80bc56e85ec075a1""]",see_pdf_manifest,unknown,2003
,pending,carrier_ba4122eb6fb6b37c,pdf,0.78,False,unknown,349498,pdf,2003A：SARS传播的数学原理及预测与控制.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的数学原理及预测与控制.pdf,pending,"[""file_ba4122eb6fb6b37c""]",see_pdf_manifest,unknown,2003
,pending,carrier_96964ff825126fbb,pdf,0.78,False,unknown,1264974,pdf,2003A：SARS传播的研究 (2).pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究 (2).pdf,pending,"[""file_96964ff825126fbb""]",see_pdf_manifest,unknown,2003
,pending,carrier_9b76e4cadd6e8cbe,pdf,0.78,False,unknown,488776,pdf,2003A：SARS传播的研究.pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播的研究.pdf,pending,"[""file_9b76e4cadd6e8cbe""]",see_pdf_manifest,unknown,2003
,pending,carrier_ffeacf03416e1d47,pdf,0.78,False,unknown,1386482,pdf,2003A：SARS传播预测的数学模型 (2).pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型 (2).pdf,pending,"[""file_ffeacf03416e1d47""]",see_pdf_manifest,unknown,2003
,pending,carrier_0f17e3df60b432d2,pdf,0.78,False,unknown,617175,pdf,2003A：SARS传播预测的数学模型.pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：SARS传播预测的数学模型.pdf,pending,"[""file_0f17e3df60b432d2""]",see_pdf_manifest,unknown,2003
,pending,carrier_2a3eee13518f3e8d,pdf,0.78,False,unknown,1352624,pdf,2003A：考虑自愈的SARS的传播模型 (2).pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型 (2).pdf,pending,"[""file_2a3eee13518f3e8d""]",see_pdf_manifest,unknown,2003
,pending,carrier_2feca222c21a5ec1,pdf,0.78,False,unknown,528688,pdf,2003A：考虑自愈的SARS的传播模型.pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：考虑自愈的SARS的传播模型.pdf,pending,"[""file_2feca222c21a5ec1""]",see_pdf_manifest,unknown,2003
,pending,carrier_1404eb0801dc21c3,pdf,0.78,False,unknown,486897,pdf,2003A：非典数学模型的建立与分析.pdf,unknown,unknown,False,9,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003A：非典数学模型的建立与分析.pdf,pending,"[""file_1404eb0801dc21c3""]",see_pdf_manifest,unknown,2003
,pending,carrier_d2a8a7733514b06b,pdf,0.94,False,unknown,507937,pdf,2003B：“露天矿生产的车辆安排”的模型和评述.pdf,unknown,unknown,False,10,[],expert_commentary,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：“露天矿生产的车辆安排”的模型和评述.pdf,pending,"[""file_d2a8a7733514b06b""]",see_pdf_manifest,unknown,2003
,pending,carrier_486fac7db39a0ae9,pdf,0.78,False,unknown,810974,pdf,2003B：露天矿生产的车辆安排 (2).pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排 (2).pdf,pending,"[""file_486fac7db39a0ae9""]",see_pdf_manifest,unknown,2003
,pending,carrier_2518c4f90a044b72,pdf,0.78,False,unknown,295055,pdf,2003B：露天矿生产的车辆安排(1).pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(1).pdf,pending,"[""file_2518c4f90a044b72""]",see_pdf_manifest,unknown,2003
,pending,carrier_c922ae81d42abb8a,pdf,0.78,False,unknown,357091,pdf,2003B：露天矿生产的车辆安排(2).pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排(2).pdf,pending,"[""file_c922ae81d42abb8a""]",see_pdf_manifest,unknown,2003
,pending,carrier_ff7a14e613172237,pdf,0.78,False,unknown,369612,pdf,2003B：露天矿生产的车辆安排.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排.pdf,pending,"[""file_ff7a14e613172237""]",see_pdf_manifest,unknown,2003
,pending,carrier_09ea90c789ab47e8,pdf,0.78,False,unknown,727931,pdf,2003B：露天矿生产的车辆安排A.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排A.pdf,pending,"[""file_09ea90c789ab47e8""]",see_pdf_manifest,unknown,2003
,pending,carrier_c7de7fbc3a88afe8,pdf,0.78,False,unknown,868304,pdf,2003B：露天矿生产的车辆安排B.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排B.pdf,pending,"[""file_c7de7fbc3a88afe8""]",see_pdf_manifest,unknown,2003
,pending,carrier_563ca384f90041ca,pdf,0.94,False,unknown,1256649,pdf,2003B：露天矿生产的车辆安排_的模型和评述.pdf,unknown,unknown,False,10,[],expert_commentary,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产的车辆安排_的模型和评述.pdf,pending,"[""file_563ca384f90041ca""]",see_pdf_manifest,unknown,2003
,pending,carrier_7c91885cb897a68d,pdf,0.78,False,unknown,956815,pdf,2003B：露天矿生产车辆安排计划优化设计 (2).pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计 (2).pdf,pending,"[""file_7c91885cb897a68d""]",see_pdf_manifest,unknown,2003
,pending,carrier_5ecda2ab2d7eda85,pdf,0.78,False,unknown,411503,pdf,2003B：露天矿生产车辆安排计划优化设计.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003B：露天矿生产车辆安排计划优化设计.pdf,pending,"[""file_5ecda2ab2d7eda85""]",see_pdf_manifest,unknown,2003
,pending,carrier_79753804587edbf3,pdf,0.78,False,unknown,360205,pdf,2003D：“抢渡长江”问题的数学建模和求解.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：“抢渡长江”问题的数学建模和求解.pdf,pending,"[""file_79753804587edbf3""]",see_pdf_manifest,unknown,2003
,pending,carrier_93809f012da9ebc0,pdf,0.78,False,unknown,392917,pdf,2003D：抢渡长江的数学模型（1）.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（1）.pdf,pending,"[""file_93809f012da9ebc0""]",see_pdf_manifest,unknown,2003
,pending,carrier_87f85cd603e1c51b,pdf,0.78,False,unknown,373338,pdf,2003D：抢渡长江的数学模型（2）.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：抢渡长江的数学模型（2）.pdf,pending,"[""file_87f85cd603e1c51b""]",see_pdf_manifest,unknown,2003
,pending,carrier_6980eff72833224b,pdf,0.78,False,unknown,333780,pdf,2003D：江河竞渡的优化模型.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2003年数学建模国赛真题+优秀论文/2003年优秀论文/2003D：江河竞渡的优化模型.pdf,pending,"[""file_6980eff72833224b""]",see_pdf_manifest,unknown,2003
