archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_5db98322bc282094,pdf,0.78,False,unknown,442294,pdf,2002A：关于_车灯线光源的优化设计_问题的光学思路.pdf,unknown,unknown,False,3,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于_车灯线光源的优化设计_问题的光学思路.pdf,pending,"[""file_5db98322bc282094""]",see_pdf_manifest,unknown,2002
,pending,carrier_aad7d648a3d9b4fc,pdf,0.78,False,unknown,283787,pdf,2002A：关于“车灯线光源的优化设计”问题的光学思路.pdf,unknown,unknown,False,3,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：关于“车灯线光源的优化设计”问题的光学思路.pdf,pending,"[""file_aad7d648a3d9b4fc""]",see_pdf_manifest,unknown,2002
,pending,carrier_afad3ca350327cfc,pdf,0.78,False,unknown,667801,pdf,2002A：车灯光源优化问题的探讨 (2).pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨 (2).pdf,pending,"[""file_afad3ca350327cfc""]",see_pdf_manifest,unknown,2002
,pending,carrier_00e7e2a3f0fdf7fd,pdf,0.78,False,unknown,537830,pdf,2002A：车灯光源优化问题的探讨.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯光源优化问题的探讨.pdf,pending,"[""file_00e7e2a3f0fdf7fd""]",see_pdf_manifest,unknown,2002
,pending,carrier_c5d3133f2c5cd02d,pdf,0.78,False,unknown,671723,pdf,2002A：车灯灯丝长度优化设计的数学模型和数值模拟 (2).pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟 (2).pdf,pending,"[""file_c5d3133f2c5cd02d""]",see_pdf_manifest,unknown,2002
,pending,carrier_31d5bbf44cb9436e,pdf,0.78,False,unknown,405271,pdf,2002A：车灯灯丝长度优化设计的数学模型和数值模拟.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯灯丝长度优化设计的数学模型和数值模拟.pdf,pending,"[""file_31d5bbf44cb9436e""]",see_pdf_manifest,unknown,2002
,pending,carrier_4340e73d995e00cc,pdf,0.78,False,unknown,1309152,pdf,2002A：车灯线光源的优化设计 (2).pdf,unknown,unknown,False,12,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计 (2).pdf,pending,"[""file_4340e73d995e00cc""]",see_pdf_manifest,unknown,2002
,pending,carrier_60cd95f35af863b3,pdf,0.78,False,unknown,383400,pdf,2002A：车灯线光源的优化设计(1).pdf,unknown,unknown,False,5,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计(1).pdf,pending,"[""file_60cd95f35af863b3""]",see_pdf_manifest,unknown,2002
,pending,carrier_99adf616e353ee61,pdf,0.78,False,unknown,717057,pdf,2002A：车灯线光源的优化设计.pdf,unknown,unknown,False,12,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计.pdf,pending,"[""file_99adf616e353ee61""]",see_pdf_manifest,unknown,2002
,pending,carrier_4b157aa151e0e5ad,pdf,0.78,False,unknown,1326392,pdf,2002A：车灯线光源的优化设计方案 (2).pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案 (2).pdf,pending,"[""file_4b157aa151e0e5ad""]",see_pdf_manifest,unknown,2002
,pending,carrier_68271fa9e25113c2,pdf,0.78,False,unknown,583976,pdf,2002A：车灯线光源的优化设计方案.pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计方案.pdf,pending,"[""file_68271fa9e25113c2""]",see_pdf_manifest,unknown,2002
,pending,carrier_000eae52723990b0,pdf,0.78,False,unknown,602158,pdf,2002A：车灯线光源的优化设计模型 (2).pdf,unknown,unknown,False,9,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型 (2).pdf,pending,"[""file_000eae52723990b0""]",see_pdf_manifest,unknown,2002
,pending,carrier_9d4f7835599cc1d7,pdf,0.78,False,unknown,506370,pdf,2002A：车灯线光源的优化设计模型.pdf,unknown,unknown,False,8,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计模型.pdf,pending,"[""file_9d4f7835599cc1d7""]",see_pdf_manifest,unknown,2002
,pending,carrier_12ad598d2c3143ba,pdf,0.78,False,unknown,929549,pdf,2002A：车灯线光源的优化设计问题 (2).pdf,unknown,unknown,False,9,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题 (2).pdf,pending,"[""file_12ad598d2c3143ba""]",see_pdf_manifest,unknown,2002
,pending,carrier_c5d2a54437387407,pdf,0.78,False,unknown,549472,pdf,2002A：车灯线光源的优化设计问题.pdf,unknown,unknown,False,9,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002A：车灯线光源的优化设计问题.pdf,pending,"[""file_c5d2a54437387407""]",see_pdf_manifest,unknown,2002
,pending,carrier_3a662d36967a1d0b,pdf,0.94,False,unknown,682642,pdf,2002B：“彩票中的数学”问题的优化模型与评述.pdf,unknown,unknown,False,10,[],expert_commentary,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：“彩票中的数学”问题的优化模型与评述.pdf,pending,"[""file_3a662d36967a1d0b""]",see_pdf_manifest,unknown,2002
,pending,carrier_51c9f561c7842673,pdf,0.78,False,unknown,481231,pdf,2002B：彩票中的数学.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票中的数学.pdf,pending,"[""file_51c9f561c7842673""]",see_pdf_manifest,unknown,2002
,pending,carrier_842e04d095fd213d,pdf,0.78,False,unknown,456821,pdf,2002B：彩票方案的优选模型.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的优选模型.pdf,pending,"[""file_842e04d095fd213d""]",see_pdf_manifest,unknown,2002
,pending,carrier_6b617a580de4ac3a,pdf,0.78,False,unknown,449296,pdf,2002B：彩票方案的合理性优化.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化.pdf,pending,"[""file_6b617a580de4ac3a""]",see_pdf_manifest,unknown,2002
,pending,carrier_699dbcb1def71a06,pdf,0.78,False,unknown,449289,pdf,2002B：彩票方案的合理性优化1.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的合理性优化1.pdf,pending,"[""file_699dbcb1def71a06""]",see_pdf_manifest,unknown,2002
,pending,carrier_4217634025de8415,pdf,0.78,False,unknown,483352,pdf,2002B：彩票方案的评价.pdf,unknown,unknown,False,7,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票方案的评价.pdf,pending,"[""file_4217634025de8415""]",see_pdf_manifest,unknown,2002
,pending,carrier_2c865e66864e7e47,pdf,0.78,False,unknown,422388,pdf,2002B：彩票运行方案的合理性研究.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究.pdf,pending,"[""file_2c865e66864e7e47""]",see_pdf_manifest,unknown,2002
,pending,carrier_9995ae59deed8736,pdf,0.78,False,unknown,422390,pdf,2002B：彩票运行方案的合理性研究1.pdf,unknown,unknown,False,6,[],award_paper,automatic preflight only,2002年数学建模国赛真题+优秀论文/2002年优秀论文/2002B：彩票运行方案的合理性研究1.pdf,pending,"[""file_9995ae59deed8736""]",see_pdf_manifest,unknown,2002
