archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_f185d60fa31d07bc,pdf,0.91,False,unknown,312776,pdf,2005A：基于回归分析的长江水质预测与控制.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：基于回归分析的长江水质预测与控制.pdf,pending,"[""file_f185d60fa31d07bc""]",see_pdf_manifest,unknown,2005
,pending,carrier_d81d4a55fd86bf6a,pdf,0.91,False,unknown,332933,pdf,2005A：水质的评价和预测模型.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：水质的评价和预测模型.pdf,pending,"[""file_d81d4a55fd86bf6a""]",see_pdf_manifest,unknown,2005
,pending,carrier_648fd47b042a391e,pdf,0.91,False,unknown,422603,pdf,2005A：长江水质的评价和预测.pdf,unknown,unknown,False,9,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价和预测.pdf,pending,"[""file_648fd47b042a391e""]",see_pdf_manifest,unknown,2005
,pending,carrier_e68b3e4c70e037a5,pdf,0.91,False,unknown,277144,pdf,2005A：长江水质的评价预测模型.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型.pdf,pending,"[""file_e68b3e4c70e037a5""]",see_pdf_manifest,unknown,2005
,pending,carrier_6e184775b5298589,pdf,0.91,False,unknown,300429,pdf,2005A：长江水质的评价预测模型及其实用性研究.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质的评价预测模型及其实用性研究.pdf,pending,"[""file_6e184775b5298589""]",see_pdf_manifest,unknown,2005
,pending,carrier_f572fb5e865e4288,pdf,0.91,False,unknown,690859,pdf,2005A：长江水质综合评价与预测的数学模型.pdf,unknown,unknown,False,11,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质综合评价与预测的数学模型.pdf,pending,"[""file_f572fb5e865e4288""]",see_pdf_manifest,unknown,2005
,pending,carrier_c9f92af3ea637b05,pdf,0.91,False,unknown,312582,pdf,2005A：长江水质评价和预测研究.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005A：长江水质评价和预测研究.pdf,pending,"[""file_c9f92af3ea637b05""]",see_pdf_manifest,unknown,2005
,pending,carrier_997fb7d4335f35b5,pdf,0.91,False,unknown,232287,pdf,2005B：DVD在线租赁.pdf,unknown,unknown,False,5,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁.pdf,pending,"[""file_997fb7d4335f35b5""]",see_pdf_manifest,unknown,2005
,pending,carrier_156fc0164b767423,pdf,0.91,False,unknown,300167,pdf,2005B：DVD在线租赁业务中的数学模型.pdf,unknown,unknown,False,4,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁业务中的数学模型.pdf,pending,"[""file_156fc0164b767423""]",see_pdf_manifest,unknown,2005
,pending,carrier_1aaffe586053cead,pdf,0.91,False,unknown,366415,pdf,2005B：DVD在线租赁系统的优化设计.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁系统的优化设计.pdf,pending,"[""file_1aaffe586053cead""]",see_pdf_manifest,unknown,2005
,pending,carrier_9eb82050784c5476,pdf,0.91,False,unknown,391259,pdf,2005B：DVD在线租赁问题.pdf,unknown,unknown,False,7,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD在线租赁问题.pdf,pending,"[""file_9eb82050784c5476""]",see_pdf_manifest,unknown,2005
,pending,carrier_55de07fa0d1e36f9,pdf,0.91,False,unknown,441201,pdf,2005B：DVD租赁优化方案.pdf,unknown,unknown,False,9,[],problem_statement,automatic preflight only,2005年数学建模国赛真题+优秀论文/2005年国赛优秀论文/2005B：DVD租赁优化方案.pdf,pending,"[""file_55de07fa0d1e36f9""]",see_pdf_manifest,unknown,2005
