archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_58e74a64e40df698,pdf,0.91,False,unknown,351594,pdf,1998A：一类投资组合问题的建模与分析.pdf,unknown,unknown,False,5,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：一类投资组合问题的建模与分析.pdf,pending,"[""file_58e74a64e40df698""]",see_pdf_manifest,unknown,1998
,pending,carrier_66dba7e3d9b4b10e,pdf,0.91,False,unknown,279156,pdf,1998A：投资收益与风险的优化模型.pdf,unknown,unknown,False,2,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资收益与风险的优化模型.pdf,pending,"[""file_66dba7e3d9b4b10e""]",see_pdf_manifest,unknown,1998
,pending,carrier_216f237c2ec3cdc3,pdf,0.91,False,unknown,543921,pdf,1998A：投资组合与模糊规划模型.pdf,unknown,unknown,False,5,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合与模糊规划模型.pdf,pending,"[""file_216f237c2ec3cdc3""]",see_pdf_manifest,unknown,1998
,pending,carrier_67e296d2342b1dc6,pdf,0.91,False,unknown,250868,pdf,1998A：投资组合模型.pdf,unknown,unknown,False,4,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：投资组合模型.pdf,pending,"[""file_67e296d2342b1dc6""]",see_pdf_manifest,unknown,1998
,pending,carrier_b56149418aa52d81,pdf,0.91,False,unknown,426561,pdf,1998A：资产投资收益与风险模型.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：资产投资收益与风险模型.pdf,pending,"[""file_b56149418aa52d81""]",see_pdf_manifest,unknown,1998
,pending,carrier_e50200116e0b40c3,pdf,0.91,False,unknown,619137,pdf,1998A：资本市场的最佳投资组合.pdf,unknown,unknown,False,8,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：资本市场的最佳投资组合.pdf,pending,"[""file_e50200116e0b40c3""]",see_pdf_manifest,unknown,1998
,pending,carrier_a7baab20f1c50898,pdf,0.91,False,unknown,368439,pdf,1998A：风险投资分析.pdf,unknown,unknown,False,6,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：风险投资分析.pdf,pending,"[""file_a7baab20f1c50898""]",see_pdf_manifest,unknown,1998
,pending,carrier_0e27f6ee755b2cba,pdf,0.91,False,unknown,453784,pdf,1998A：风险投资组合的线性规划模型.pdf,unknown,unknown,False,4,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998A：风险投资组合的线性规划模型.pdf,pending,"[""file_0e27f6ee755b2cba""]",see_pdf_manifest,unknown,1998
,pending,carrier_7b2754fee06c72f0,pdf,0.91,False,unknown,858077,pdf,1998B：多旅行商路线的几个问题.pdf,unknown,unknown,False,8,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：多旅行商路线的几个问题.pdf,pending,"[""file_7b2754fee06c72f0""]",see_pdf_manifest,unknown,1998
,pending,carrier_8c0e4c4de72bce97,pdf,0.91,False,unknown,992375,pdf,1998B：最佳灾情巡视路线的数学模型.pdf,unknown,unknown,False,10,[],problem_statement,automatic preflight only,1998年数学建模国赛真题+优秀论文/1998年国赛优秀论文/1998B：最佳灾情巡视路线的数学模型.pdf,pending,"[""file_8c0e4c4de72bce97""]",see_pdf_manifest,unknown,1998
