archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_068a123c841754d2,pdf,0.78,False,unknown,722570,pdf,2006A：出版社书号的优化配置.pdf,unknown,unknown,False,30,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社书号的优化配置.pdf,pending,"[""file_068a123c841754d2""]",see_pdf_manifest,unknown,2006
,pending,carrier_9c2f214f7e1e12b8,pdf,0.78,False,unknown,439061,pdf,2006A：出版社的资源优化配置.pdf,unknown,unknown,False,22,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源优化配置.pdf,pending,"[""file_9c2f214f7e1e12b8""]",see_pdf_manifest,unknown,2006
,pending,carrier_45ab19239e17af2f,pdf,0.78,False,unknown,437766,pdf,2006A：出版社的资源配置方案.pdf,unknown,unknown,False,17,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社的资源配置方案.pdf,pending,"[""file_45ab19239e17af2f""]",see_pdf_manifest,unknown,2006
,pending,carrier_5f72db1a2f2dd0fc,pdf,0.78,False,unknown,351065,pdf,2006A：出版社资源的优化配置.pdf,unknown,unknown,False,16,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源的优化配置.pdf,pending,"[""file_5f72db1a2f2dd0fc""]",see_pdf_manifest,unknown,2006
,pending,carrier_c24a947655cfd690,pdf,0.78,False,unknown,500017,pdf,2006A：出版社资源配置的问题研究.pdf,unknown,unknown,False,19,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：出版社资源配置的问题研究.pdf,pending,"[""file_c24a947655cfd690""]",see_pdf_manifest,unknown,2006
,pending,carrier_497c9efa56800e49,pdf,0.78,False,unknown,490411,pdf,2006A：层次分析思想在出版社资源配置中的应用.pdf,unknown,unknown,False,25,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006A：层次分析思想在出版社资源配置中的应用.pdf,pending,"[""file_497c9efa56800e49""]",see_pdf_manifest,unknown,2006
,pending,carrier_82d6ed1445f46c48,pdf,0.78,False,unknown,433652,pdf,2006B：艾滋病疗法的评价以及疗效的预测.pdf,unknown,unknown,False,10,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价以及疗效的预测.pdf,pending,"[""file_82d6ed1445f46c48""]",see_pdf_manifest,unknown,2006
,pending,carrier_db7257e436fdf8ed,pdf,0.78,False,unknown,556002,pdf,2006B：艾滋病疗法的评价及疗效的预.pdf,unknown,unknown,False,11,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预.pdf,pending,"[""file_db7257e436fdf8ed""]",see_pdf_manifest,unknown,2006
,pending,carrier_a820e2130898e921,pdf,0.78,False,unknown,2159731,pdf,2006B：艾滋病疗法的评价及疗效的预测.pdf,unknown,unknown,False,24,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预测.pdf,pending,"[""file_a820e2130898e921""]",see_pdf_manifest,unknown,2006
,pending,carrier_177d41e870474c5d,pdf,0.78,False,unknown,1094378,pdf,2006B：艾滋病疗法的评价及疗效的预测（2）.pdf,unknown,unknown,False,29,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病疗法的评价及疗效的预测（2）.pdf,pending,"[""file_177d41e870474c5d""]",see_pdf_manifest,unknown,2006
,pending,carrier_cdede718ec8cbeff,pdf,0.78,False,unknown,749312,pdf,2006B：艾滋病药物治疗的研究.pdf,unknown,unknown,False,17,[],award_paper,automatic preflight only,2006年数学建模国赛真题+优秀论文/2006年优秀论文/2006B：艾滋病药物治疗的研究.pdf,pending,"[""file_cdede718ec8cbeff""]",see_pdf_manifest,unknown,2006
