archive_parent,boundary_candidates,carrier_document_id,carrier_type,classification_confidence,contains_multiple_articles,existing_cache_status,file_size,file_type,filename,image_count,needs_ocr,needs_segmentation,page_count,possible_duplicate_carriers,preclassified_role,quality_warnings,relative_path,same_page_boundary_candidates,source_file_ids,text_layer_status,toc_present,year
,pending,carrier_31422d937124cfbb,pdf,0.91,False,unknown,632585,pdf,数码相机定位.pdf,unknown,unknown,False,29,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008A：《数码相机定位》/论文/数码相机定位.pdf,pending,"[""file_31422d937124cfbb""]",see_pdf_manifest,unknown,2008
,pending,carrier_5f09109ce2508bc9,pdf,0.91,False,unknown,2324763,pdf,2008A：《具有仿射不变性的几何结构在相机定位中的应用》.pdf,unknown,unknown,False,14,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《具有仿射不变性的几何结构在相机定位中的应用》.pdf,pending,"[""file_5f09109ce2508bc9""]",see_pdf_manifest,unknown,2008
,pending,carrier_d85347e4ca9400a8,pdf,0.91,False,unknown,5754169,pdf,2008A：《数码相机定位》.pdf,unknown,unknown,False,34,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位》.pdf,pending,"[""file_d85347e4ca9400a8""]",see_pdf_manifest,unknown,2008
,pending,carrier_ed55e15a0d75912d,pdf,0.91,False,unknown,680680,pdf,2008A：《数码相机定位算法研究》.pdf,unknown,unknown,False,39,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,pending,"[""file_ed55e15a0d75912d""]",see_pdf_manifest,unknown,2008
,pending,carrier_c1afe7cef73f16cb,pdf,0.91,False,unknown,487143,pdf,2008A：《数码相机相对位置定位方法》.pdf,unknown,unknown,False,18,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,pending,"[""file_c1afe7cef73f16cb""]",see_pdf_manifest,unknown,2008
,pending,carrier_f003ad3a0a22e544,pdf,0.91,False,unknown,2013672,pdf,2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,unknown,unknown,False,11,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《透视投影中圆心投影定位和双目立体系统标定》.pdf,pending,"[""file_f003ad3a0a22e544""]",see_pdf_manifest,unknown,2008
,pending,carrier_8817241608387246,pdf,0.91,False,unknown,1271047,pdf,2008A：数码相机定位 (2).pdf,unknown,unknown,False,27,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位 (2).pdf,pending,"[""file_8817241608387246""]",see_pdf_manifest,unknown,2008
,pending,carrier_12e78a2e79373769,pdf,0.91,False,unknown,595149,pdf,2008A：数码相机定位.pdf,unknown,unknown,False,17,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：数码相机定位.pdf,pending,"[""file_12e78a2e79373769""]",see_pdf_manifest,unknown,2008
,pending,carrier_47821bb920ca3f51,pdf,0.91,False,unknown,1402826,pdf,2008B：《关于高等教育学费标准的评价及建议》.PDF,unknown,unknown,False,28,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《关于高等教育学费标准的评价及建议》.PDF,pending,"[""file_47821bb920ca3f51""]",see_pdf_manifest,unknown,2008
,pending,carrier_f2944dcc2020b380,pdf,0.91,False,unknown,1775223,pdf,2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,unknown,unknown,False,30,[],problem_statement,automatic preflight only,2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008B：《基于BP神经网络的我国高等教育学费模型研究》.pdf,pending,"[""file_f2944dcc2020b380""]",see_pdf_manifest,unknown,2008
